"Date","Price","Open","High","Low","Vol.","Change %"
"06-10-2022","175.710","175.710","175.710","175.710","","1.16%"
"05-10-2022","173.695","173.695","173.695","173.695","","7.25%"
"04-10-2022","161.950","161.950","161.950","161.950","","-4.68%"
"03-10-2022","169.910","169.910","169.910","169.910","","-10.01%"
"30-09-2022","188.800","188.800","188.800","188.800","","0.60%"
"29-09-2022","187.665","187.665","187.665","187.665","","-9.42%"
"28-09-2022","207.185","207.185","207.185","207.185","","11.33%"
"27-09-2022","186.100","186.100","186.100","186.100","","7.06%"
"26-09-2022","173.835","173.835","173.835","173.835","","-6.29%"
"23-09-2022","185.495","185.495","185.495","185.495","","-1.05%"
"22-09-2022","187.470","187.470","187.470","187.470","","-1.22%"
"21-09-2022","189.780","189.780","189.780","189.780","","-2.31%"
"20-09-2022","194.260","194.260","194.260","194.260","","6.58%"
"19-09-2022","182.260","182.260","182.260","182.260","","-2.95%"
"16-09-2022","187.795","187.795","187.795","187.795","","-12.36%"
"15-09-2022","214.285","214.285","214.285","214.285","0.01K","-1.65%"
"14-09-2022","217.880","217.880","217.880","217.880","","9.70%"
"13-09-2022","198.610","198.610","198.610","198.610","","4.21%"
"12-09-2022","190.590","190.590","190.590","190.590","","-7.97%"
"09-09-2022","207.090","207.090","207.090","207.090","","-6.10%"
"08-09-2022","220.540","220.540","220.540","220.540","","3.11%"
"07-09-2022","213.885","213.885","213.885","213.885","","-10.82%"
"06-09-2022","239.840","239.840","239.840","239.840","","11.73%"
"02-09-2022","214.665","214.665","214.665","214.665","","-11.66%"
"01-09-2022","243.005","243.005","243.005","243.005","","1.29%"
"31-08-2022","239.905","239.905","239.905","239.905","","-5.15%"
"30-08-2022","252.937","252.937","252.937","252.937","","-7.21%"
"29-08-2022","272.605","272.605","272.605","272.605","","-19.63%"
"26-08-2022","339.195","339.195","339.195","339.195","","5.53%"
"25-08-2022","321.415","321.415","321.415","321.415","","10.02%"
"24-08-2022","292.150","292.150","292.150","292.150","","8.59%"
"23-08-2022","269.050","269.050","269.050","269.050","","-2.78%"
"22-08-2022","276.750","276.750","276.750","276.750","","13.17%"
"19-08-2022","244.550","244.550","244.550","244.550","","1.47%"
"18-08-2022","241.005","241.005","241.005","241.005","","6.72%"
"17-08-2022","225.835","225.835","225.835","225.835","","-0.04%"
"16-08-2022","225.915","225.915","225.915","225.915","","2.64%"
"15-08-2022","220.110","220.110","220.110","220.110","","6.79%"
"12-08-2022","206.110","206.110","206.110","206.110","","-0.96%"
"11-08-2022","208.110","208.110","208.110","208.110","","1.34%"
"10-08-2022","205.365","205.365","205.365","205.365","","6.86%"
"09-08-2022","192.185","192.185","192.185","192.185","","-0.45%"
"08-08-2022","193.055","193.055","193.055","193.055","","-1.66%"
"05-08-2022","196.320","196.320","196.320","196.320","","-1.47%"
"04-08-2022","199.250","199.250","199.250","199.250","","0.03%"
"03-08-2022","199.195","199.195","199.195","199.195","","-2.91%"
"02-08-2022","205.175","205.175","205.175","205.175","","2.18%"
"01-08-2022","200.795","200.795","200.795","200.795","","5.18%"
"29-07-2022","190.915","190.915","190.915","190.915","","-4.03%"
"28-07-2022","198.930","198.930","198.930","198.930","","-3.07%"
"27-07-2022","205.225","205.225","205.225","205.225","","2.65%"
"26-07-2022","199.920","199.920","199.920","199.920","","13.20%"
"25-07-2022","176.615","176.615","176.615","176.615","","10.48%"
"22-07-2022","159.865","159.865","159.865","159.865","","2.74%"
"21-07-2022","155.600","155.600","155.600","155.600","","0.36%"
"20-07-2022","155.040","155.040","155.040","155.040","","0.38%"
"19-07-2022","154.455","154.455","154.455","154.455","","-1.78%"
"18-07-2022","157.260","157.260","157.260","157.260","","-1.44%"
"15-07-2022","159.565","159.565","159.565","159.565","","-8.84%"
"14-07-2022","175.035","175.035","175.035","175.035","","-3.03%"
"13-07-2022","180.505","180.505","180.505","180.505","","4.57%"
"12-07-2022","172.610","172.610","172.610","172.610","","4.92%"
"11-07-2022","164.520","164.520","164.520","164.520","","-6.10%"
"08-07-2022","175.210","175.210","175.210","175.210","","-4.35%"
"07-07-2022","183.185","183.185","183.185","183.185","","7.13%"
"06-07-2022","171.000","171.000","171.000","171.000","","3.59%"
"05-07-2022","165.075","165.075","165.075","165.075","","11.70%"
"01-07-2022","147.785","147.785","147.785","147.785","","2.26%"
"30-06-2022","144.515","144.515","144.515","144.515","","3.53%"
"29-06-2022","139.588","139.588","139.588","139.588","","8.06%"
"28-06-2022","129.175","129.175","129.175","129.175","","-0.22%"
"27-06-2022","129.460","129.460","129.460","129.460","","0.74%"
"24-06-2022","128.505","128.505","128.505","128.505","","-3.63%"
"23-06-2022","133.345","133.345","133.345","133.345","","4.86%"
"22-06-2022","127.170","127.170","127.170","127.170","","1.28%"
"21-06-2022","125.560","125.560","125.560","125.560","","6.64%"
"17-06-2022","117.740","117.740","117.740","117.740","","-5.33%"
"16-06-2022","124.365","124.365","124.365","124.365","","3.35%"
"15-06-2022","120.330","120.330","120.330","120.330","","24.00%"
"14-06-2022","97.040","97.040","97.040","97.040","","16.35%"
"13-06-2022","83.400","83.400","83.400","83.400","","1.13%"
"10-06-2022","82.465","82.465","82.465","82.465","","-2.85%"
"09-06-2022","84.880","84.880","84.880","84.880","","6.90%"
"08-06-2022","79.405","79.405","79.405","79.405","","-0.26%"
"07-06-2022","79.610","80.410","81.020","80.410","0.01K","-3.57%"
"06-06-2022","82.560","83.005","83.005","83.005","0.02K","-0.65%"
"03-06-2022","83.100","83.100","83.100","83.100","","-1.01%"
"02-06-2022","83.945","83.945","83.945","83.945","","-1.88%"
"01-06-2022","85.550","85.550","85.550","85.550","","-8.99%"
"31-05-2022","94.005","94.005","94.005","94.005","","8.21%"
"27-05-2022","86.875","86.250","86.250","86.250","0.01K","1.05%"
"26-05-2022","85.970","85.970","85.970","85.970","","-2.40%"
"25-05-2022","88.080","85.625","86.125","84.840","0.05K","4.23%"
"24-05-2022","84.505","86.875","86.875","86.875","0.01K","1.46%"
"23-05-2022","83.290","85.220","85.220","85.220","0.01K","-5.24%"
"20-05-2022","87.900","87.900","87.900","87.900","","-3.43%"
"19-05-2022","91.025","91.025","91.025","91.025","","-3.72%"
"18-05-2022","94.540","96.475","96.475","96.475","0.01K","0.39%"
"17-05-2022","94.175","94.175","94.175","94.175","","1.42%"
"16-05-2022","92.860","92.860","92.860","92.860","","-4.15%"
"13-05-2022","96.880","96.880","96.880","96.880","","-9.20%"
"12-05-2022","106.700","106.700","106.700","106.700","","13.50%"
"11-05-2022","94.010","94.010","94.010","94.010","","-4.85%"
"10-05-2022","98.800","98.800","98.800","98.800","","5.35%"
"09-05-2022","93.785","96.315","96.315","95.000","0.05K","-7.79%"
"06-05-2022","101.710","101.710","101.710","101.710","","-4.51%"
"05-05-2022","106.510","106.510","106.510","106.510","","2.59%"
"04-05-2022","103.820","103.820","103.820","103.820","","4.42%"
"03-05-2022","99.425","99.425","99.425","99.425","","2.45%"
"02-05-2022","97.050","97.050","97.050","97.050","","-2.41%"
"29-04-2022","99.450","99.450","99.450","99.450","","-0.69%"
"28-04-2022","100.142","100.142","100.142","100.142","","-6.78%"
"27-04-2022","107.425","107.425","107.425","107.425","","4.08%"
"26-04-2022","103.210","103.210","103.210","103.210","","11.18%"
"25-04-2022","92.835","92.835","92.835","92.835","","-2.15%"
"22-04-2022","94.875","94.875","94.875","94.875","","-5.18%"
"21-04-2022","100.060","100.060","100.060","100.060","","6.19%"
"20-04-2022","94.230","96.750","96.750","96.750","0.00K","0.49%"
"19-04-2022","93.770","93.770","93.770","93.770","","-1.93%"
"18-04-2022","95.620","95.620","95.620","95.620","","0.00%"
"14-04-2022","95.620","95.620","95.620","95.620","","-9.21%"
"13-04-2022","105.325","105.325","105.325","105.325","","3.04%"
"12-04-2022","102.220","103.750","103.750","103.750","0.00K","2.08%"
"11-04-2022","100.135","100.135","100.135","100.135","","-3.61%"
"08-04-2022","103.880","103.880","103.880","103.880","","-0.66%"
"07-04-2022","104.565","104.565","104.565","104.565","","-2.08%"
"06-04-2022","106.790","106.790","106.790","106.790","","-1.63%"
"05-04-2022","108.565","108.140","108.140","108.140","0.00K","-0.88%"
"04-04-2022","109.525","109.525","109.525","109.525","0.01K","-2.34%"
"01-04-2022","112.150","114.750","114.750","114.750","0.03K","-10.92%"
"31-03-2022","125.905","125.905","125.905","125.905","","5.83%"
"30-03-2022","118.970","118.970","118.970","118.970","","9.77%"
"29-03-2022","108.380","108.380","108.380","108.380","0.38K","5.69%"
"28-03-2022","102.545","97.600","97.600","97.600","0.00K","1.26%"
"25-03-2022","101.270","101.270","101.270","101.270","0.04K","-9.26%"
"24-03-2022","111.610","116.000","116.000","116.000","0.03K","-4.61%"
"23-03-2022","117.000","117.000","117.000","117.000","","18.49%"
"22-03-2022","98.745","98.745","98.745","98.745","0.01K","2.54%"
"21-03-2022","96.302","98.720","98.720","98.720","0.01K","-8.32%"
"18-03-2022","105.045","105.045","105.045","105.045","0.01K","-0.04%"
"17-03-2022","105.090","110.500","110.500","105.250","0.02K","2.40%"
"16-03-2022","102.625","102.625","102.625","102.625","","-11.10%"
"15-03-2022","115.440","121.690","121.690","121.690","0.00K","0.80%"
"14-03-2022","114.520","114.520","114.520","114.520","0.00K","-12.73%"
"11-03-2022","131.230","131.230","131.230","131.230","","3.82%"
"10-03-2022","126.400","126.400","126.400","126.400","","-18.91%"
"09-03-2022","155.880","155.880","155.880","155.880","","-27.35%"
"08-03-2022","214.555","214.555","214.555","214.555","","-5.57%"
"07-03-2022","227.200","227.200","227.200","227.200","0.01K","18.00%"
"04-03-2022","192.550","192.550","192.550","192.550","0.02K","19.73%"
"03-03-2022","160.825","148.000","148.000","147.490","0.01K","-2.85%"
"02-03-2022","165.545","165.545","165.545","165.545","0.00K","36.06%"
"01-03-2022","121.675","103.665","119.270","103.665","0.43K","23.41%"
"28-02-2022","98.595","116.490","116.490","104.470","0.03K","4.42%"
"25-02-2022","94.422","94.422","94.422","94.422","0.10K","-29.70%"
"24-02-2022","134.315","106.100","135.000","106.100","0.00K","51.10%"
"23-02-2022","88.890","83.175","88.000","83.175","0.04K","11.40%"
"22-02-2022","79.790","71.525","80.345","71.525","0.37K","8.18%"
"18-02-2022","73.760","72.975","73.900","70.570","0.05K","-1.54%"
"17-02-2022","74.915","73.350","75.150","71.340","0.05K","7.34%"
"16-02-2022","69.795","69.095","71.000","68.970","0.10K","-1.59%"
"15-02-2022","70.920","76.060","76.170","68.515","0.13K","-12.20%"
"14-02-2022","80.770","83.600","83.600","79.695","0.30K","4.32%"
"11-02-2022","77.425","73.415","76.400","73.305","0.17K","4.13%"
"10-02-2022","74.355","74.030","74.680","72.470","0.15K","-0.08%"
"09-02-2022","74.415","76.695","76.695","73.835","0.07K","-3.73%"
"08-02-2022","77.300","81.480","82.000","75.480","0.32K","-2.88%"
"07-02-2022","79.595","78.800","79.740","77.850","0.07K","-3.70%"
"04-02-2022","82.650","81.470","82.450","81.470","0.10K","3.02%"
"03-02-2022","80.225","79.600","80.100","77.010","0.33K","3.72%"
"02-02-2022","77.350","77.150","79.100","76.290","0.38K","1.56%"
"01-02-2022","76.165","78.300","78.380","74.800","0.48K","-10.04%"
"31-01-2022","84.670","84.850","84.850","84.850","0.00K","-8.03%"
"28-01-2022","92.062","92.062","92.062","92.062","0.06K","-0.26%"
"27-01-2022","92.300","92.250","92.900","90.310","0.33K","0.51%"
"26-01-2022","91.835","89.395","92.445","89.395","0.07K","-1.86%"
"25-01-2022","93.580","92.385","95.510","92.385","0.05K","0.62%"
"24-01-2022","93.000","88.605","93.600","88.605","0.07K","17.75%"
"21-01-2022","78.980","74.765","81.815","74.765","0.05K","5.02%"
"20-01-2022","75.205","71.000","75.590","71.000","0.05K","-0.52%"
"19-01-2022","75.600","73.950","76.500","71.420","0.05K","-3.49%"
"18-01-2022","78.335","83.275","84.600","74.890","0.13K","-9.93%"
"14-01-2022","86.970","89.000","91.800","85.700","0.12K","1.77%"
"13-01-2022","85.460","72.000","85.980","72.000","0.14K","13.71%"
"12-01-2022","75.155","82.250","82.250","73.400","0.09K","-4.55%"
"11-01-2022","78.735","81.225","82.050","80.000","0.04K","-6.94%"
"10-01-2022","84.605","86.500","90.400","84.460","0.07K","-4.05%"
"07-01-2022","88.175","95.800","96.270","86.580","0.03K","-8.63%"
"06-01-2022","96.500","95.265","97.020","93.300","0.07K","5.44%"
"05-01-2022","91.520","95.700","95.700","88.385","0.14K","3.13%"
"04-01-2022","88.740","85.000","96.625","85.000","0.31K","10.33%"
"03-01-2022","80.435","80.435","80.435","80.435","","14.34%"
"31-12-2021","70.345","82.000","82.000","67.365","0.08K","-19.17%"
"30-12-2021","87.027","94.350","94.350","88.050","0.09K","-9.79%"
"29-12-2021","96.475","99.000","104.600","99.000","0.07K","-9.49%"
"28-12-2021","106.590","106.590","106.590","106.590","0.00K","-0.29%"
"27-12-2021","106.895","100.000","105.500","100.000","0.01K","-19.37%"
"23-12-2021","132.580","158.300","158.300","129.360","0.08K","-23.31%"
"22-12-2021","172.875","174.300","176.655","172.720","0.04K","-4.10%"
"21-12-2021","180.265","157.700","174.800","157.700","0.51K","22.69%"
"20-12-2021","146.925","140.820","148.505","139.400","0.41K","7.31%"
"17-12-2021","136.915","124.500","139.500","124.500","0.68K","-4.10%"
"16-12-2021","142.765","128.710","143.000","126.190","0.85K","7.92%"
"15-12-2021","132.285","131.100","132.405","120.600","1.02K","3.11%"
"14-12-2021","128.300","118.950","129.065","116.775","0.64K","10.52%"
"13-12-2021","116.085","115.400","118.625","112.440","0.47K","9.75%"
"10-12-2021","105.775","101.605","107.750","100.830","0.24K","5.31%"
"09-12-2021","100.445","98.500","104.350","97.170","0.42K","-1.04%"
"08-12-2021","101.500","98.600","103.835","98.600","0.36K","5.86%"
"07-12-2021","95.885","95.000","95.880","94.595","0.24K","6.62%"
"06-12-2021","89.930","86.600","90.275","86.600","0.09K","0.50%"
"03-12-2021","89.480","91.590","92.050","89.620","0.09K","-5.64%"
"02-12-2021","94.830","91.600","92.460","89.200","0.17K","-0.88%"
"01-12-2021","95.675","92.600","95.100","92.600","0.29K","3.42%"
"30-11-2021","92.515","98.000","98.000","95.015","0.03K","-0.68%"
"29-11-2021","93.146","94.250","94.250","92.450","0.22K","6.12%"
"26-11-2021","87.772","92.450","94.400","87.750","0.08K","-6.61%"
"24-11-2021","93.985","93.850","93.850","93.850","0.01K","3.37%"
"23-11-2021","90.925","86.950","91.400","86.950","0.04K","8.22%"
"22-11-2021","84.015","84.250","86.020","81.950","0.06K","-3.57%"
"19-11-2021","87.125","91.125","91.125","86.000","0.01K","-8.45%"
"18-11-2021","95.165","93.600","95.300","91.365","0.04K","0.17%"
"17-11-2021","95.005","97.990","99.850","95.085","0.05K","0.87%"
"16-11-2021","94.190","84.380","91.490","84.380","0.06K","17.82%"
"15-11-2021","79.945","78.295","82.095","78.285","0.05K","5.64%"
"12-11-2021","75.675","77.770","77.770","74.060","0.03K","1.18%"
"11-11-2021","74.790","72.000","75.100","72.000","0.01K","6.65%"
"10-11-2021","70.125","66.710","70.370","64.505","0.06K","-3.39%"
"09-11-2021","72.585","76.500","76.900","74.005","0.03K","-8.21%"
"08-11-2021","79.075","80.770","80.770","77.005","0.05K","6.82%"
"05-11-2021","74.025","73.160","74.640","73.030","0.08K","0.89%"
"04-11-2021","73.375","77.525","77.525","72.815","0.06K","-4.14%"
"03-11-2021","76.540","73.520","80.045","73.520","0.07K","13.22%"
"02-11-2021","67.605","65.175","70.665","62.840","0.06K","3.02%"
"01-11-2021","65.620","63.590","65.750","63.590","0.01K","1.16%"
"29-10-2021","64.865","72.620","72.620","70.000","0.02K","-15.79%"
"28-10-2021","77.032","78.000","80.600","78.000","0.03K","-11.27%"
"27-10-2021","86.820","86.300","86.950","86.000","0.05K","-1.89%"
"26-10-2021","88.495","90.150","90.200","87.800","0.06K","-0.17%"
"25-10-2021","88.645","91.000","91.000","88.000","0.06K","1.49%"
"22-10-2021","87.340","88.610","88.700","87.000","0.09K","-1.27%"
"21-10-2021","88.465","90.645","90.660","87.815","0.04K","-5.33%"
"20-10-2021","93.450","94.395","94.395","92.750","0.02K","3.91%"
"19-10-2021","89.930","92.150","93.935","89.425","0.06K","-4.26%"
"18-10-2021","93.935","89.350","100.400","89.350","0.04K","0.30%"
"15-10-2021","93.650","104.000","104.000","92.570","0.15K","-8.34%"
"14-10-2021","102.170","102.150","102.255","96.730","0.08K","9.14%"
"13-10-2021","93.615","91.375","94.610","90.290","0.24K","9.24%"
"12-10-2021","85.700","86.310","87.395","85.000","0.60K","0.57%"
"11-10-2021","85.215","92.000","92.135","83.500","0.23K","-2.73%"
"08-10-2021","87.605","95.000","95.675","83.700","0.15K","-9.30%"
"07-10-2021","96.585","89.260","109.470","89.260","0.08K","-10.73%"
"06-10-2021","108.190","131.025","132.930","101.555","0.18K","-6.75%"
"05-10-2021","116.020","95.000","105.610","83.620","0.17K","20.04%"
"04-10-2021","96.650","96.400","99.760","94.235","0.17K","3.23%"
"01-10-2021","93.625","94.665","97.590","93.105","0.20K","-4.24%"
"30-09-2021","97.775","94.920","96.300","93.180","0.05K","12.89%"
"29-09-2021","86.609","86.500","86.500","86.500","0.08K","10.24%"
"28-09-2021","78.565","83.000","84.150","78.950","0.08K","2.69%"
"27-09-2021","76.505","75.000","76.970","75.000","0.28K","8.92%"
"24-09-2021","70.240","68.300","70.890","68.255","0.35K","0.80%"
"23-09-2021","69.685","68.000","70.710","68.000","0.61K","-2.80%"
"22-09-2021","71.690","70.100","72.655","69.925","0.71K","-2.83%"
"21-09-2021","73.780","72.525","75.105","71.250","0.36K","-2.04%"
"20-09-2021","75.315","65.725","75.380","69.805","0.35K","15.69%"
"17-09-2021","65.103","66.750","66.775","62.850","0.38K","2.93%"
"16-09-2021","63.250","68.535","68.535","60.760","0.34K","-10.54%"
"15-09-2021","70.705","71.925","77.275","69.725","0.62K","7.51%"
"14-09-2021","65.765","64.550","66.395","64.550","1.13K","7.32%"
"13-09-2021","61.280","59.350","62.250","59.350","1.02K","5.81%"
"10-09-2021","57.916","56.000","57.995","55.775","1.18K","2.36%"
"09-09-2021","56.580","55.600","57.230","54.730","1.06K","2.33%"
"08-09-2021","55.290","54.175","55.575","53.560","1.43K","2.56%"
"07-09-2021","53.910","53.075","54.185","51.285","2.16K","4.67%"
"03-09-2021","51.505","51.800","52.550","51.290","1.29K","-0.79%"
"02-09-2021","51.915","50.985","52.595","49.715","1.32K","3.35%"
"01-09-2021","50.230","52.250","52.900","49.600","2.05K","-0.22%"
"31-08-2021","50.340","48.580","50.470","48.580","0.20K","1.33%"
"30-08-2021","49.680","48.850","49.430","48.700","0.09K","3.92%"
"27-08-2021","47.806","47.806","47.806","47.806","","4.40%"
"26-08-2021","45.790","44.215","45.845","44.200","0.32K","1.12%"
"25-08-2021","45.285","45.830","46.130","44.775","1.00K","0.92%"
"24-08-2021","44.870","43.625","45.070","43.625","0.16K","7.65%"
"23-08-2021","41.680","42.275","43.535","40.610","0.59K","-0.63%"
"20-08-2021","41.944","41.570","42.625","40.900","0.52K","3.83%"
"19-08-2021","40.395","44.375","44.480","40.100","0.80K","-10.99%"
"18-08-2021","45.385","46.395","47.525","42.795","0.63K","-3.33%"
"17-08-2021","46.950","46.855","47.975","46.675","0.52K","-2.17%"
"16-08-2021","47.990","46.250","48.215","46.250","0.42K","7.53%"
"13-08-2021","44.630","44.415","45.400","44.375","0.76K","-2.70%"
"12-08-2021","45.870","46.150","46.525","45.325","0.77K","-0.25%"
"11-08-2021","45.985","44.975","46.525","44.575","0.52K","2.98%"
"10-08-2021","44.655","44.390","45.025","44.215","0.89K","4.37%"
"09-08-2021","42.785","43.095","43.570","42.450","1.22K","-0.78%"
"06-08-2021","43.120","43.900","44.570","42.675","1.14K","0.51%"
"05-08-2021","42.900","41.570","43.200","41.195","1.26K","1.53%"
"04-08-2021","42.255","41.540","42.260","41.540","0.78K","2.45%"
"03-08-2021","41.245","41.590","42.180","41.120","0.93K","-2.16%"
"02-08-2021","42.155","42.100","42.690","41.815","1.36K","3.44%"
"30-07-2021","40.755","40.510","40.855","39.420","0.39K","-0.97%"
"29-07-2021","41.154","40.350","40.880","40.050","0.72K","3.66%"
"28-07-2021","39.700","38.465","39.715","38.415","0.51K","5.61%"
"27-07-2021","37.590","37.695","37.705","37.260","0.56K","1.83%"
"26-07-2021","36.915","36.140","37.025","35.910","0.17K","3.91%"
"23-07-2021","35.525","35.815","35.940","35.100","0.53K","-1.67%"
"22-07-2021","36.130","35.675","36.435","35.650","0.59K","0.50%"
"21-07-2021","35.950","35.500","36.200","35.460","0.37K","2.23%"
"20-07-2021","35.165","35.095","35.315","34.625","0.52K","-1.36%"
"19-07-2021","35.650","36.450","36.810","35.615","0.42K","2.32%"
"16-07-2021","34.840","35.100","35.525","34.600","0.46K","3.09%"
"15-07-2021","33.795","34.200","34.605","33.610","0.46K","-2.82%"
"14-07-2021","34.775","34.835","35.175","33.405","0.62K","-1.95%"
"13-07-2021","35.465","34.305","35.835","34.145","0.94K","2.35%"
"12-07-2021","34.650","35.235","36.150","34.395","1.14K","-5.41%"
"09-07-2021","36.632","35.840","36.850","35.565","0.66K","9.97%"
"08-07-2021","33.310","32.290","33.875","31.470","1.19K","3.00%"
"07-07-2021","32.340","34.315","36.230","32.345","1.15K","-5.18%"
"06-07-2021","34.105","37.250","38.365","33.080","1.43K","-4.81%"
"02-07-2021","35.827","34.925","36.870","34.925","1.21K","-0.88%"
"01-07-2021","36.145","35.500","36.955","35.450","0.63K","4.40%"
"30-06-2021","34.620","33.875","34.925","33.740","1.46K","3.39%"
"29-06-2021","33.486","32.855","33.825","32.855","0.30K","3.70%"
"28-06-2021","32.290","32.100","32.380","31.750","0.79K","-0.29%"
"25-06-2021","32.385","31.950","32.400","31.950","0.55K","1.16%"
"24-06-2021","32.015","31.550","32.025","31.410","0.95K","1.49%"
"23-06-2021","31.545","31.350","31.685","30.565","0.55K","2.64%"
"22-06-2021","30.735","30.050","30.835","29.990","0.59K","3.78%"
"21-06-2021","29.615","29.970","30.200","29.305","0.70K","0.71%"
"18-06-2021","29.405","28.935","29.610","28.800","0.60K","3.87%"
"17-06-2021","28.310","27.800","28.670","27.700","1.08K","1.00%"
"16-06-2021","28.030","28.000","28.775","27.740","1.30K","-0.37%"
"15-06-2021","28.135","28.300","28.705","27.910","1.01K","-2.34%"
"14-06-2021","28.810","29.100","29.315","28.575","0.86K","3.47%"
"11-06-2021","27.845","28.500","28.595","27.700","0.46K","-2.93%"
"10-06-2021","28.685","28.275","28.725","27.705","0.68K","1.36%"
"09-06-2021","28.300","27.900","28.425","27.805","0.69K","1.80%"
"08-06-2021","27.800","27.475","27.850","27.350","0.64K","4.95%"
"07-06-2021","26.490","25.900","26.665","25.900","0.36K","2.69%"
"04-06-2021","25.795","25.750","26.025","25.450","0.41K","0.35%"
"03-06-2021","25.705","26.250","26.250","25.675","0.47K","-0.08%"
"02-06-2021","25.725","25.700","26.100","25.280","1.03K","-0.96%"
"01-06-2021","25.975","25.180","26.230","25.180","0.77K","4.19%"
"28-05-2021","24.930","25.100","25.200","24.620","0.40K","-1.07%"
"27-05-2021","25.200","25.645","26.100","25.275","0.56K","-4.64%"
"26-05-2021","26.425","26.775","26.915","26.400","0.71K","0.90%"
"25-05-2021","26.190","25.250","26.150","25.250","0.86K","5.78%"
"24-05-2021","24.760","24.475","24.850","24.455","0.40K","-0.14%"
"21-05-2021","24.795","25.300","25.550","24.600","0.98K","0.45%"
"20-05-2021","24.685","23.100","24.565","23.050","0.94K","8.91%"
"19-05-2021","22.665","24.050","24.125","22.570","1.00K","-8.65%"
"18-05-2021","24.810","25.400","25.775","24.645","1.31K","-5.70%"
"17-05-2021","26.310","26.100","26.630","25.700","1.23K","-1.94%"
"14-05-2021","26.830","26.350","26.875","26.350","0.67K","2.21%"
"13-05-2021","26.250","25.750","26.300","24.975","1.37K","-0.64%"
"12-05-2021","26.420","26.440","26.450","25.800","1.12K","2.38%"
"11-05-2021","25.805","24.800","25.995","24.750","0.97K","2.44%"
"10-05-2021","25.190","25.175","25.200","24.825","1.09K","5.22%"
"07-05-2021","23.940","24.225","24.225","23.875","0.69K","-1.60%"
"06-05-2021","24.330","24.130","24.950","24.130","1.08K","1.54%"
"05-05-2021","23.960","23.400","23.965","23.325","0.63K","3.95%"
"04-05-2021","23.050","24.105","24.105","22.995","0.72K","-3.21%"
"03-05-2021","23.815","23.815","23.815","23.815","","2.28%"
"30-04-2021","23.285","22.965","23.320","22.730","0.77K","3.49%"
"29-04-2021","22.500","21.665","22.575","21.575","0.47K","4.38%"
"28-04-2021","21.555","21.790","22.020","21.550","0.71K","0.70%"
"27-04-2021","21.405","19.930","21.500","19.750","0.74K","7.03%"
"26-04-2021","20.000","20.200","20.460","19.975","0.95K","-0.22%"
"23-04-2021","20.045","20.800","20.800","19.710","0.18K","-6.20%"
"22-04-2021","21.370","21.300","21.540","21.300","0.46K","1.23%"
"21-04-2021","21.110","21.015","21.250","20.850","2.02K","0.21%"
"20-04-2021","21.065","20.850","21.335","20.675","1.40K","0.60%"
"19-04-2021","20.940","20.875","21.120","20.850","1.43K","1.95%"
"16-04-2021","20.540","20.625","20.800","20.500","0.43K","1.38%"
"15-04-2021","20.260","19.900","20.385","19.850","0.60K","2.95%"
"14-04-2021","19.680","19.600","19.775","19.600","2.03K","0.87%"
"13-04-2021","19.510","19.720","19.850","19.470","1.16K","-0.71%"
"12-04-2021","19.650","19.395","19.725","19.260","1.48K","3.75%"
"09-04-2021","18.940","19.350","19.365","18.900","1.18K","-0.26%"
"08-04-2021","18.990","19.325","19.450","18.975","0.63K","-1.53%"
"07-04-2021","19.285","19.650","19.725","19.175","0.83K","-2.50%"
"06-04-2021","19.780","19.745","19.825","19.600","0.39K","3.18%"
"05-04-2021","19.170","19.170","19.170","19.170","","0.00%"
"01-04-2021","19.170","19.000","19.275","19.000","","0.92%"
"31-03-2021","18.995","19.050","19.170","18.700","0.48K","1.01%"
"30-03-2021","18.805","18.200","18.850","18.200","0.78K","1.95%"
"29-03-2021","18.445","18.260","18.595","18.125","0.82K","-1.36%"
"26-03-2021","18.700","18.600","18.820","18.575","1.21K","1.82%"
"25-03-2021","18.365","18.600","18.600","18.275","1.49K","-1.21%"
"24-03-2021","18.590","18.650","18.825","18.025","1.96K","1.09%"
"23-03-2021","18.390","17.850","18.400","17.625","1.76K","1.91%"
"22-03-2021","18.045","17.270","18.075","17.270","1.81K","4.52%"
"19-03-2021","17.265","17.350","17.500","17.235","1.14K","-2.79%"
"18-03-2021","17.760","18.160","18.400","17.500","0.90K","-1.17%"
"17-03-2021","17.970","17.450","18.110","17.450","0.64K","1.76%"
"16-03-2021","17.660","17.830","17.830","17.275","0.82K","-1.51%"
"15-03-2021","17.930","18.170","18.880","17.870","0.88K","-2.82%"
"12-03-2021","18.450","17.970","18.565","17.930","0.71K","1.79%"
"11-03-2021","18.125","17.475","18.155","17.475","1.18K","2.81%"
"10-03-2021","17.630","17.150","17.700","17.150","0.59K","4.17%"
"09-03-2021","16.925","16.375","16.975","16.375","0.46K","4.80%"
"08-03-2021","16.150","16.550","16.550","16.125","0.75K","-1.31%"
"05-03-2021","16.365","15.850","16.450","15.775","0.58K","2.73%"
"04-03-2021","15.930","15.590","15.975","15.575","0.53K","2.61%"
"03-03-2021","15.525","15.600","15.680","15.500","0.46K","-2.17%"
"02-03-2021","15.870","16.005","16.030","15.800","0.60K","-1.31%"
"01-03-2021","16.080","16.000","16.100","15.925","0.36K","2.45%"
"26-02-2021","15.695","15.950","15.975","15.550","0.44K","-1.51%"
"25-02-2021","15.935","16.400","16.400","16.065","0.42K","-2.72%"
